,text,class,class_label,tokens
366," control system and analysis and design via the second method of lyapunov . the/second method/of lyapunov is the most general approach currently in the theory of stability of dynamic systems . after a rigorous exposition  of the fundamental concepts of this theory, applications are made to/a/ stability of linear stationary, linear nonslationary, and nonlinear systems,./b/estimation of transient behavior,./c/control-system optimization,./d/design of relay servos . the discussion is essentially self-contained, with emphasis on the thorough development of the principal ideas and mathematical tools . only systems governed by differential equations are treated here . systems governed by difference equations are the subject of a companion paper . ",0,cran,"['control', 'system', 'analysis', 'design', 'second', 'method', 'lyapunov', 'second', 'method', 'lyapunov', 'most', 'general', 'approach', 'currently', 'theory', 'stability', 'dynamic', 'systems', 'rigorous', 'exposition', 'fundamental', 'concepts', 'theory', 'applications', 'made', 'a/', 'stability', 'linear', 'stationary', 'linear', 'nonslationary', 'nonlinear', 'systems', './b', 'estimation', 'transient', 'behavior', './c', 'control', 'system', 'optimization', './d', 'design', 'relay', 'servos', 'discussion', 'essentially', 'self', 'contained', 'emphasis', 'thorough', 'development', 'principal', 'ideas', 'mathematical', 'tools', 'only', 'systems', 'governed', 'differential', 'equations', 'treated', 'systems', 'governed', 'difference', 'equations', 'subject', 'companion', 'paper']"
367," some problems of polar missile control .   a polar-controlled missile is one in which manoeuvre is carried out by rotations about roll and pitch axes, that is, in the manner of a conventional aeroplane .  this paper discusses some problems in the application of this form of control to homing missiles .   in comparison with the alternative cartesian configuration, this method presents some special design problems .  in the former case, it is often possible to resolve the motion into two planes and consider the pitch and yaw control systems as independent two-dimensional problems .  this simplification is not possible in the case of polar control and it is usually necessary to consider the whole three-dimensional system .  the equations of motion which result are, in general, not susceptible to analysis .  because of this, the design of control systems requires extensive use of simulators . ",0,cran,"['problems', 'polar', 'missile', 'control', 'polar', 'controlled', 'missile', 'one', 'manoeuvre', 'carried', 'out', 'rotations', 'roll', 'pitch', 'axes', 'manner', 'conventional', 'aeroplane', 'paper', 'discusses', 'problems', 'application', 'form', 'control', 'homing', 'missiles', 'comparison', 'alternative', 'cartesian', 'configuration', 'method', 'presents', 'special', 'design', 'problems', 'former', 'case', 'often', 'possible', 'resolve', 'motion', 'two', 'planes', 'consider', 'pitch', 'yaw', 'control', 'systems', 'independent', 'two', 'dimensional', 'problems', 'simplification', 'not', 'possible', 'case', 'polar', 'control', 'usually', 'necessary', 'consider', 'whole', 'three', 'dimensional', 'system', 'equations', 'motion', 'result', 'general', 'not', 'susceptible', 'analysis', 'design', 'control', 'systems', 'requires', 'extensive', 'use', 'simulators']"
368," an approximate solution of the supersonic blunt body problem for prescribed arbitrary axisymmetric shapes .   the integral method of belotserkovskii has been carried out to the first approximation for arbitrary blunt axisymmetric bodies in supersonic or hypersonic flight .  this method is direct, in that it gives the surface-pressure distribution and shock shape for a prescribed body .  results obtained by numerical integration for several body shapes at several mach numbers are compared to experimental results with good agreement .  it is also shown that the method can be successfully applied to pointed bodies with attached shock .  in the stagnation region, simple relationships are found from the equations of the first approximation which connect the surface-velocity gradient, shock curvature, shock-detachment distance, and body curvature .  these relations are also correlated with experiment for a variety of shapes as a function of mach number .  the correlations permit a rapid estimate of the stagnation-point velocity gradient, important for heat-transfer calculations, for any blunt body from the shock stand-off distance .  a method for a higher approximation is described, for which, in contrast to the higher approximations of belotserkovskii, a large number of simultaneous total differential equations with unknown parameters does not occur .  one form of this method has been studied numerically .  results are given which, though only partially successful, indicate the amount of improvement to be expected from a higher approximation . ",0,cran,"['approximate', 'solution', 'supersonic', 'blunt', 'body', 'problem', 'prescribed', 'arbitrary', 'axisymetric', 'shapes', 'integral', 'method', 'belotserkovski', 'carried', 'first', 'approximation', 'arbitrary', 'blunt', 'axisymetric', 'bodies', 'supersonic', 'hypersonic', 'flight', 'method', 'direct', 'gives', 'surface', 'pressure', 'distribution', 'shock', 'shape', 'prescribed', 'body', 'results', 'obtained', 'numerical', 'integration', 'several', 'body', 'shapes', 'several', 'mach', 'numbers', 'compared', 'experimental', 'results', 'good', 'agreement', 'also', 'shown', 'method', 'successfully', 'applied', 'pointed', 'bodies', 'attached', 'shock', 'stagnation', 'region', 'simple', 'relationships', 'found', 'equations', 'first', 'approximation', 'connect', 'surface', 'velocity', 'gradient', 'shock', 'curvature', 'shock', 'detachment', 'distance', 'body', 'curvature', 'relations', 'also', 'correlated', 'experiment', 'variety', 'shapes', 'function', 'mach', 'number', 'correlations', 'permit', 'rapid', 'estimate', 'stagnation', 'point', 'velocity', 'gradient', 'important', 'heat', 'transfer', 'calculations', 'blunt', 'body', 'shock', 'stand', 'off', 'distance', 'method', 'higher', 'approximation', 'described', 'contrast', 'higher', 'approximations', 'belotserkovski', 'large', 'number', 'simultaneous', 'total', 'differential', 'equations', 'unknown', 'parameters', 'does', 'not', 'occur', 'one', 'form', 'method', 'studied', 'numerically', 'results', 'given', 'only', 'partially', 'successful', 'indicate', 'amount', 'improvement', 'expected', 'higher', 'approximation']"
369," theoretical pressure distribution on a hemisphere-cylinder combination . in recent years great use has been made of approximate methods for the determination of the pressure distribution on blunt-nosed bodies and afterbodies at high mach numbers .  for quasi-spherical bodies it has been suggested that modified newtonian theory in combination with a prandtl-meyer expansion be used on the nose portion, the two laws being matched at the point where the pressure gradients are equal . no simple approximation, however, has been found for flat-nosed bodies . as for the pressure distribution on the afterbody, the blast-wave analogy has been suggested for general nose shapes but particular afterbody profiles . the purpose of the present note is to compare these approximate estimates with a more accurate determination of the flow field about a hemisphere-cylinder in an ideal gas flow .  it was felt that since experimental investigations in air at this mach number are scarce and very difficult to obtain, the comparison would be of interest .  the basis of comparison is the flow field as it results from a numerical integration of the exact equations governing the motion of the ideal fluid . ",0,cran,"['theoretical', 'pressure', 'distribution', 'hemisphere', 'cylinder', 'combination', 'recent', 'years', 'great', 'use', 'made', 'approximate', 'methods', 'determination', 'pressure', 'distribution', 'blunt', 'nosed', 'bodies', 'afterbodies', 'high', 'mach', 'numbers', 'quasi', 'spherical', 'bodies', 'suggested', 'modified', 'newtonian', 'theory', 'combination', 'prandtl', 'meyer', 'expansion', 'used', 'nose', 'portion', 'two', 'laws', 'matched', 'point', 'pressure', 'gradients', 'equal', 'no', 'simple', 'approximation', 'however', 'found', 'flat', 'nosed', 'bodies', 'pressure', 'distribution', 'afterbody', 'blast', 'wave', 'analogy', 'suggested', 'general', 'nose', 'shapes', 'particular', 'afterbody', 'profiles', 'purpose', 'present', 'note', 'compare', 'approximate', 'estimates', 'more', 'accurate', 'determination', 'flow', 'field', 'hemisphere', 'cylinder', 'ideal', 'gas', 'flow', 'felt', 'experimental', 'investigations', 'air', 'mach', 'number', 'scarce', 'very', 'difficult', 'obtain', 'comparison', 'interest', 'basis', 'comparison', 'flow', 'field', 'results', 'numerical', 'integration', 'exact', 'equations', 'governing', 'motion', 'ideal', 'fluid']"
370," note on tip-bluntness effects in the supersonic and hypersonic regimes . in a recent letter, m. h. bertram presents some data on flows at m = 6.85 around 10 half-angle cones with blunted tips .  since the demarcation between the supersonic and hypersonic regimes is not sharp and since one expects hypersonic flows to be generally similar to those at lower mach numbers-- especially where viscous effects do not predominate throughout the entire field of interest--it is of some value to compare bertram's results with those obtained by giese and bergdolt for 15 half-angle cones at m = 2.45 .  following the observation by charters and stein that drag coefficient measurements on blunted cones imply a reynolds number effect, giese and bergdolt study the convergence to conical flow of the perturbed flow about a cone with truncated tip .  they employ the mach-zehnder interferometer and the conical flow criterion as analytical tools . ",0,cran,"['note', 'tip', 'bluntness', 'effects', 'supersonic', 'hypersonic', 'regimes', 'recent', 'letter', 'm.', 'h.', 'bertram', 'presents', 'data', 'flows', '=', 'half', 'angle', 'cones', 'blunted', 'tips', 'demarcation', 'supersonic', 'hypersonic', 'regimes', 'not', 'sharp', 'one', 'expects', 'hypersonic', 'flows', 'generally', 'similar', 'lower', 'mach', 'numbers--', 'especially', 'viscous', 'effects', 'do', 'not', 'predominate', 'entire', 'field', 'interest', 'value', 'compare', 'bertram', ""'s"", 'results', 'obtained', 'giese', 'bergdolt', 'half', 'angle', 'cones', '=', 'following', 'observation', 'charters', 'stein', 'drag', 'coefficient', 'measurements', 'blunted', 'cones', 'imply', 'reynolds', 'number', 'effect', 'giese', 'bergdolt', 'study', 'convergence', 'conical', 'flow', 'perturbed', 'flow', 'cone', 'truncated', 'tip', 'employ', 'mach', 'zehnder', 'interferometer', 'conical', 'flow', 'criterion', 'analytical', 'tools']"
371, an experimental investigation of flow about simple blunt bodies at a nominal mach number of 5. 8.   an experimental investigation was conducted in the galcit hypersonic wind tunnel to determine flow characteristics for a series of blunt bodies at a nominal mach number of 5.8 and free-stream reynolds numbers per in. of measured values for the pressure coefficient distributions are compared with a modified newtonian expression .  the agreement is very good for the three-dimensional bodies and is fair for the circular cylinder transverse to the free-stream flow direction .  a complete report of the investigation is given in a galcit hypersonic wind tunnel memorandum . ,0,cran,"['experimental', 'investigation', 'flow', 'simple', 'blunt', 'bodies', 'nominal', 'mach', 'number', 'experimental', 'investigation', 'conducted', 'galcit', 'hypersonic', 'wind', 'tunnel', 'determine', 'flow', 'characteristics', 'series', 'blunt', 'bodies', 'nominal', 'mach', 'number', 'free', 'stream', 'reynolds', 'numbers', 'measured', 'values', 'pressure', 'coefficient', 'distributions', 'compared', 'modified', 'newtonian', 'expression', 'agreement', 'very', 'good', 'three', 'dimensional', 'bodies', 'fair', 'circular', 'cylinder', 'transverse', 'free', 'stream', 'flow', 'direction', 'complete', 'report', 'investigation', 'given', 'galcit', 'hypersonic', 'wind', 'tunnel', 'memorandum']"
372," the generalized expansion method and its application to bodies travelling at high supersonic airspeeds .   it is demonstrated that the shock-expansion method can be generalized to treat a large class of hypersonic flows, only one of which is flow about airfoils .  this generalized method predicts the whole flow field, including shock-wave curvatures and resulting vorticity, providing that (1) disturbances originating on the surface of an object are largely absorbed in shock waves with which they interact and (2) disturbances associated with the divergence of stream lines in tangent planes to the surface are of secondary importance compared to those associated with the curvature of stream lines in planes normal to the surface .  it is shown that these conditions may be met in three-dimensional as well as two-dimensional hypersonic flows .  when they are met, surface streamlines may be taken as geodesics, which, in turn, may be related to the geometry of the surface .   the validity of the generalized shock-expansion method for three-dimensional hypersonic flows is checked by comparing predictions of theory with experiment for the surface pressures and bow shock waves of bodies of revolution .  the bodies treated are two ogives having fineness ratios of 3 and 5 .  tests were conducted at mach numbers from 2.7 to 6.3 and angles of attack up to 15 degrees in the 10- by 14-in. supersonic wind tunnel of the ames aeronautical laboratory .  at the lower angles of attack, theory and experiment approach agreement when the ratio of mach number to fineness ratio--that is, the hypersonic similarity parameter--exceeds 1 .  at the larger angles of attack, theory tends to break down, as would be expected, on the leeward sides of the bodies .   as a final point, it is inquired if the two-dimensionality of inviscid hypersonic flows has any counterpart in hypersonic boundary-layer flows .  the question is answered in the affirmative, and results of experiment are employed to provide a partial check of this conclusion . ",0,cran,"['generalized', 'expansion', 'method', 'application', 'bodies', 'travelling', 'high', 'supersonic', 'airspeeds', 'demonstrated', 'shock', 'expansion', 'method', 'generalized', 'treat', 'large', 'class', 'hypersonic', 'flows', 'only', 'one', 'flow', 'airfoils', 'generalized', 'method', 'predicts', 'whole', 'flow', 'field', 'including', 'shock', 'wave', 'curvatures', 'resulting', 'vorticity', 'providing', 'disturbances', 'originating', 'surface', 'object', 'largely', 'absorbed', 'shock', 'waves', 'interact', 'disturbances', 'associated', 'divergence', 'stream', 'lines', 'tangent', 'planes', 'surface', 'secondary', 'importance', 'compared', 'associated', 'curvature', 'stream', 'lines', 'planes', 'normal', 'surface', 'shown', 'conditions', 'met', 'three', 'dimensional', 'well', 'two', 'dimensional', 'hypersonic', 'flows', 'met', 'surface', 'streamlines', 'taken', 'geodesics', 'turn', 'related', 'geometry', 'surface', 'validity', 'generalized', 'shock', 'expansion', 'method', 'three', 'dimensional', 'hypersonic', 'flows', 'checked', 'comparing', 'predictions', 'theory', 'experiment', 'surface', 'pressures', 'bow', 'shock', 'waves', 'bodies', 'revolution', 'bodies', 'treated', 'two', 'ogives', 'fineness', 'ratios', 'tests', 'conducted', 'mach', 'numbers', 'angles', 'attack', 'degrees', '-in', 'supersonic', 'wind', 'tunnel', 'ames', 'aeronautical', 'laboratory', 'lower', 'angles', 'attack', 'theory', 'experiment', 'approach', 'agreement', 'ratio', 'mach', 'number', 'fineness', 'ratio', 'hypersonic', 'similarity', 'parameter', 'exceeds', 'larger', 'angles', 'attack', 'theory', 'tends', 'break', 'down', 'expected', 'leeward', 'sides', 'bodies', 'final', 'point', 'inquired', 'two', 'dimensionality', 'inviscid', 'hypersonic', 'flows', 'counterpart', 'hypersonic', 'boundary', 'layer', 'flows', 'question', 'answered', 'affirmative', 'results', 'experiment', 'employed', 'provide', 'partial', 'check', 'conclusion']"
373," an investigation of optimum zoom climb techniques .   the problem of optimal zoom climb maneuvering of a turbojet aircraft has been investigated using the mayer formulation of the calculus of variations .  the euler-lagrange equations governing optimum symmetric flight have been integrated numerically by digital computation .   discontinuities in thrust arising from turbojet afterburner blowout have been treated, and conditions which must be satisfied across the interface generated by the discontinuity have been derived .   arbitrary control techniques have been compared with the optimum, and it has been found that performance is relatively insensitive to piloting technique unless a time limitation is imposed which requires high maneuvering load factors . ",0,cran,"['investigation', 'optimum', 'zoom', 'climb', 'techniques', 'problem', 'optimal', 'zoom', 'climb', 'maneuvering', 'turbojet', 'aircraft', 'investigated', 'using', 'mayer', 'formulation', 'calculus', 'variations', 'euler', 'lagrange', 'equations', 'governing', 'optimum', 'symmetric', 'flight', 'integrated', 'numerically', 'digital', 'computation', 'discontinuities', 'thrust', 'arising', 'turbojet', 'afterburner', 'blowout', 'treated', 'conditions', 'satisfied', 'interface', 'generated', 'discontinuity', 'derived', 'arbitrary', 'control', 'techniques', 'compared', 'optimum', 'found', 'performance', 'relatively', 'insensitive', 'piloting', 'technique', 'time', 'limitation', 'imposed', 'requires', 'high', 'maneuvering', 'load', 'factors']"
374," steady flow in the laminar boundary layer of a gas . if the boundary-layer equations for a gas are transformed by mises's transformation, as was done by karman   tsion for the flow along a flat plate of a gas with unit prandtl number, the computation of solutions is simplified, and use may be made of previously computed solutions for an incompressible fluid . for any value of the prandtl number, and any variation of the viscosity with the temperature t, after the method has been applied to flow along a flat plate (a problem otherwise treated by crocco), the flow near the forward stagnation point of a cylinder is calculated with dissipation neglected, both with the effect of gravity on the flow neglected and with this effect retained for vertical flow past a horizontal cylinder .  the approximations involved by the neglect of gravity are considered generally, and the cross-drift is calculated when a horizontal stream flows past a vertical surface . when, and the boundary is heat-insulated, it is shown that the boundary-layer equations for a gas may be made identical, whatever be the main stream, with the boundary-layer equations for an incompressible fluid with a certain, determinable, main stream .  the method is also applied to free convection at a flat plate variation with altitude of the state of the surrounding fluid neglected) and to laminar flow in plane wakes, but for plane jets the conditions, previously imposed by howarth, are also imposed here in order to obtain simple solutions . ",0,cran,"['steady', 'flow', 'laminar', 'boundary', 'layer', 'gas', 'boundary', 'layer', 'equations', 'gas', 'transformed', 'mises', ""'s"", 'transformation', 'done', 'karman', 'tsion', 'flow', 'flat', 'plate', 'gas', 'unit', 'prandtl', 'number', 'computation', 'solutions', 'simplified', 'use', 'made', 'previously', 'computed', 'solutions', 'incompressible', 'fluid', 'value', 'prandtl', 'number', 'variation', 'viscosity', 'temperature', 'method', 'applied', 'flow', 'along', 'flat', 'plate', 'problem', 'otherwise', 'treated', 'croco', 'flow', 'forward', 'stagnation', 'point', 'cylinder', 'calculated', 'dissipation', 'neglected', 'effect', 'gravity', 'flow', 'neglected', 'effect', 'retained', 'vertical', 'flow', 'horizontal', 'cylinder', 'approximations', 'involved', 'neglect', 'gravity', 'considered', 'generally', 'cross', 'drift', 'calculated', 'horizontal', 'stream', 'flows', 'vertical', 'surface', 'boundary', 'heat', 'insulated', 'shown', 'boundary', 'layer', 'equations', 'gas', 'made', 'identical', 'main', 'stream', 'boundary', 'layer', 'equations', 'incompressible', 'fluid', 'certain', 'determinable', 'main', 'stream', 'method', 'also', 'applied', 'free', 'convection', 'flat', 'plate', 'variation', 'altitude', 'state', 'surrounding', 'fluid', 'neglected', 'laminar', 'flow', 'plane', 'wakes', 'plane', 'jets', 'conditions', 'previously', 'imposed', 'howarth', 'also', 'imposed', 'order', 'obtain', 'simple', 'solutions']"
375," transformation between compressible and incompressible boundary layer equations . it is proposed to show that the boundary-layer equation of compressible flow can be reduced to that of incompressible flow .  such work was initiated by stewartson and by rott and crabtree .  in the following some of the restrictions imposed by references 1 and 2 will be removed, and it will be shown that the transformation from compressible boundary layer to incompressible boundary layer can be applied to the laminar, as well as turbulent, case .  a direct method will be used for this purpose . ",0,cran,"['transformation', 'compressible', 'incompressible', 'boundary', 'layer', 'equations', 'proposed', 'show', 'boundary', 'layer', 'equation', 'compressible', 'flow', 'reduced', 'incompressible', 'flow', 'such', 'work', 'initiated', 'stewartson', 'rot', 'crabtre', 'following', 'restrictions', 'imposed', 'references', 'removed', 'shown', 'transformation', 'compressible', 'boundary', 'layer', 'incompressible', 'boundary', 'layer', 'applied', 'laminar', 'well', 'turbulent', 'case', 'direct', 'method', 'used', 'purpose']"
376," a turbulent analog of the stewartson-illingworth transformation .   the stewartson-illingworth transformation is applied to the integral momentum equation for compressible boundary-layer flow, leaving the x-coordinate transformation unspecified, however .  it is shown that the transformed equation is the integral momentum equation for incompressible flow if (a) the effect of compressibility on the boundary-layer shape parameter h can be represented by and (b) the x-coordinate transformation is chosen to be suitably related to the ratio of skin-friction coefficients in compressible and incompressible flows .   experimental evidence is presented which shows that condition (a) is satisfied for turbulent boundary layers up to m = 5 . an x-transformation is chosen according to (b) and an equation is presented which gives the turbulent boundary-layer growth in compressible flow in terms of a simple quadrature .  the predictions of this equation are then compared with some measurements on wind-tunnel nozzles . ",0,cran,"['turbulent', 'analog', 'stewartson', 'ilingworth', 'transformation', 'stewartson', 'ilingworth', 'transformation', 'applied', 'integral', 'momentum', 'equation', 'compressible', 'boundary', 'layer', 'flow', 'leaving', 'kiss', 'coordinate', 'transformation', 'unspecified', 'however', 'shown', 'transformed', 'equation', 'integral', 'momentum', 'equation', 'incompressible', 'flow', 'effect', 'compressibility', 'boundary', 'layer', 'shape', 'parameter', 'h', 'represented', 'b', 'kiss', 'coordinate', 'transformation', 'chosen', 'suitably', 'related', 'ratio', 'skin', 'friction', 'coefficients', 'compressible', 'incompressible', 'flows', 'experimental', 'evidence', 'presented', 'shows', 'condition', 'satisfied', 'turbulent', 'boundary', 'layers', 'up', '=', 'kiss', 'transformation', 'chosen', 'according', 'b', 'equation', 'presented', 'gives', 'turbulent', 'boundary', 'layer', 'growth', 'compressible', 'flow', 'terms', 'simple', 'quadrature', 'predictions', 'equation', 'compared', 'measurements', 'wind', 'tunnel', 'nozzles']"
377," engineering relations for friction and heat transfer to surfaces in high  velocity flow . in calculations of thermodynamic heating for high speed missiles parameters have been used based on relationships which hold for constant-property fluids . the validity of this procedure has been verified recently in a survey of heat transfer in which a relationship for the reference temperature was developed . a calculation procedure for laminar and turbulent boundary layers, based on this relationship, is given . ",0,cran,"['engineering', 'relations', 'friction', 'heat', 'transfer', 'surfaces', 'high', 'velocity', 'flow', 'calculations', 'thermodynamic', 'heating', 'high', 'speed', 'missiles', 'parameters', 'used', 'based', 'relationships', 'hold', 'constant', 'property', 'fluids', 'validity', 'procedure', 'verified', 'recently', 'survey', 'heat', 'transfer', 'relationship', 'reference', 'temperature', 'developed', 'calculation', 'procedure', 'laminar', 'turbulent', 'boundary', 'layers', 'based', 'relationship', 'given']"
378," reverse flow and variational theorems for lifting surfaces in nonstationary compressible flow .   a reverse-flow theorem for compressible nonsteady flow, valid within the limits of linearized theory, is derived .  this theorem gives a general class of relations between linearized solutions for lifting surfaces in direct and reverse flow .  based on the same considerations used to establish the theorem, an adjoint variational principle, which may be useful in approximate solutions of non-steady lifting surface problems, is obtained .  to illustrate the uses of the reverse-flow theorem, it is applied to the determination of relations between aerodynamic coefficients in direct and reverse flow and to the obtaining of influence functions for total lift, pitching moment, and rolling moment for a wing oscillating with arbitrary motion and surface deformation, in terms of the pressure distributions for simpler cases in reverse flow . ",0,cran,"['reverse', 'flow', 'variational', 'theorems', 'lifting', 'surfaces', 'nonstationary', 'compressible', 'flow', 'reverse', 'flow', 'theorem', 'compressible', 'nonsteady', 'flow', 'valid', 'limits', 'linearized', 'theory', 'derived', 'theorem', 'gives', 'general', 'class', 'relations', 'linearized', 'solutions', 'lifting', 'surfaces', 'direct', 'reverse', 'flow', 'based', 'same', 'considerations', 'used', 'establish', 'theorem', 'adjoint', 'variational', 'principle', 'useful', 'approximate', 'solutions', 'non', 'steady', 'lifting', 'surface', 'problems', 'obtained', 'illustrate', 'uses', 'reverse', 'flow', 'theorem', 'applied', 'determination', 'relations', 'aerodynamic', 'coefficients', 'direct', 'reverse', 'flow', 'obtaining', 'influence', 'functions', 'total', 'lift', 'pitching', 'moment', 'rolling', 'moment', 'wing', 'oscillating', 'arbitrary', 'motion', 'surface', 'deformation', 'terms', 'pressure', 'distributions', 'simpler', 'cases', 'reverse', 'flow']"
379," effect of quasi-steady air forces on incompressible bending-torsion flutter .   explicit solutions are obtained for the bending-torsion flutter of a two-dimensional airfoil in incompressible flow under the assumptions that the theodorsen function, c(k) is set equal to a real constant, and the diagonal virtual mass terms are negligible . for the case of small bending to torsion frequency ratio, a comparison is made of these quasi-steady solutions with an earlier empirical expression suggested by theodorsen and garrick for the nonsteady case, and the effect of the c(k) function is indicated .  the importance of the c.g. location for these small cases is re-emphasized, and the possibility of flutter at zero air speed is indicated . ",0,cran,"['effect', 'quasi', 'steady', 'air', 'forces', 'incompressible', 'bending', 'torsion', 'flutter', 'explicit', 'solutions', 'obtained', 'bending', 'torsion', 'flutter', 'two', 'dimensional', 'airfoil', 'incompressible', 'flow', 'assumptions', 'theodorsen', 'function', 'c', 'k', 'set', 'equal', 'real', 'constant', 'diagonal', 'virtual', 'mass', 'terms', 'negligible', 'case', 'small', 'bending', 'torsion', 'frequency', 'ratio', 'comparison', 'made', 'quasi', 'steady', 'solutions', 'earlier', 'empirical', 'expression', 'suggested', 'theodorsen', 'garrick', 'nonsteady', 'case', 'effect', 'c', 'k', 'function', 'indicated', 'importance', 'c.grinâ.', 'location', 'small', 'cases', 'emphasized', 'possibility', 'flutter', 'zero', 'air', 'speed', 'indicated']"
380," the axisymmetric boundary layer on a long thin cylinder . the laminar boundary layer in axial flow about a long thin cylinder is investigated by two methods .  one (2) is a pohlhausen method, based on a velocity profile chosen to represent conditions near the surface as accurately as possible .  the other (3) is an asymptotic series solution, valid far enough downstream from the nose for the boundary-layer thickness to have become large compared with the cylinder radius .  another series solution (due to seban, bond and kelly) is known, valid near enough to the nose for the boundary layer to be thin compared with the cylinder radius .  the pohlhausen solution shows good agreement with both series, near and far from the nose, and enables an interpolation to be made (4) between them in the extensive range of distances from the nose for which neither is applicable .  the final recommended curves, for the variation along the cylinder of skin friction, boundary-layer displacement area and momentum defect area, are displayed in graphical and tabular form (figure 1 and table 1) and are expected to be correct to within about 2 .   the velocity near the wall is closely proportional to the logarithm of the distance from the axis,. this is the profile used in the pohlhausen method .  the analogy with the distribution of mean velocity in turbulent flow over a flat plate is discussed at the end of 2 . ",0,cran,"['axisymetric', 'boundary', 'layer', 'long', 'thin', 'cylinder', 'laminar', 'boundary', 'layer', 'axial', 'flow', 'long', 'thin', 'cylinder', 'investigated', 'two', 'methods', 'one', 'pohlhausen', 'method', 'based', 'velocity', 'profile', 'chosen', 'represent', 'conditions', 'surface', 'accurately', 'possible', 'other', 'asymptotic', 'series', 'solution', 'far', 'enough', 'downstream', 'nose', 'boundary', 'layer', 'thickness', 'become', 'large', 'compared', 'cylinder', 'radius', 'series', 'solution', 'due', 'seban', 'bond', 'kelly', 'known', 'valid', 'near', 'enough', 'nose', 'boundary', 'layer', 'thin', 'compared', 'cylinder', 'radius', 'pohlhausen', 'solution', 'shows', 'good', 'agreement', 'series', 'far', 'nose', 'enables', 'interpolation', 'made', 'extensive', 'range', 'distances', 'nose', 'applicable', 'final', 'recommended', 'curves', 'variation', 'cylinder', 'skin', 'friction', 'boundary', 'layer', 'displacement', 'area', 'momentum', 'defect', 'area', 'displayed', 'graphical', 'tabular', 'form', 'figure', 'table', 'expected', 'correct', 'velocity', 'wall', 'closely', 'proportional', 'logarithm', 'distance', 'axis', 'profile', 'used', 'pohlhausen', 'method', 'analogy', 'distribution', 'mean', 'velocity', 'turbulent', 'flow', 'flat', 'plate', 'discussed', 'end']"
381, a note on the laminar boundary layer on a circular cylinder in axial incompressible flow . a correction is made for the equation to compute the ratio of the displacement thickness on a cylinder to the corresponding thickness on a flat plate . ,0,cran,"['note', 'laminar', 'boundary', 'layer', 'circular', 'cylinder', 'axial', 'incompressible', 'flow', 'correction', 'made', 'equation', 'compute', 'ratio', 'displacement', 'thickness', 'cylinder', 'corresponding', 'thickness', 'flat', 'plate']"
382," integration of the boundary layer equations for a plane in compressible flow with heat transfer . the equations of motion of compressible viscous flow with vanishing pressure gradient past a plane are integrated in semi-convergent expressions, for the case when the physical constants depend on temperature and the prandtl number is close to unity . simple expressions are obtained for the temperature and velocity distributions in the boundary layer, the drag coefficient, and their dependence on the physical constants,.they contain the well-known results and several new ones . for the case when the temperature of the boundary is either above, or not much below, the temperature of the main flow, the results obtained closely agree with crocco's numerical computations . ",0,cran,"['integration', 'boundary', 'layer', 'equations', 'plane', 'compressible', 'flow', 'heat', 'transfer', 'equations', 'motion', 'compressible', 'viscous', 'flow', 'vanishing', 'pressure', 'gradient', 'plane', 'integrated', 'semi', 'convergent', 'expressions', 'case', 'physical', 'constants', 'depend', 'temperature', 'prandtl', 'number', 'close', 'unity', 'simple', 'expressions', 'obtained', 'temperature', 'velocity', 'distributions', 'boundary', 'layer', 'drag', 'coefficient', 'dependence', 'physical', 'constants', '.they', 'contain', 'well', 'known', 'results', 'several', 'new', 'ones', 'case', 'temperature', 'boundary', 'not', 'much', 'temperature', 'main', 'flow', 'results', 'obtained', 'closely', 'agree', 'croco', ""'s"", 'numerical', 'computations']"
383," application of second-order shock-expansion theory to several types of bodies of revolution .   second-order shock-expansion theory is utilized to obtain equations for the initial normal force curve slope, initial pitching moment curve slope, and zero-lift wave drag for several type bodies of revolution . bodies considered are the cone-cylinder, cone-cylinder-frustum, cone-cylinder-frustum-booster, cone-frustum, and cone-frustum booster . ",0,cran,"['application', 'second', 'order', 'shock', 'expansion', 'theory', 'several', 'types', 'bodies', 'revolution', 'second', 'order', 'shock', 'expansion', 'theory', 'utilized', 'obtain', 'equations', 'initial', 'normal', 'force', 'curve', 'slope', 'initial', 'pitching', 'moment', 'curve', 'slope', 'zero', 'lift', 'wave', 'drag', 'several', 'type', 'bodies', 'revolution', 'bodies', 'considered', 'cone', 'cylinder', 'cone', 'cylinder', 'frustum', 'cone', 'cylinder', 'frustum', 'booster', 'cone', 'frustum', 'cone', 'frustum', 'booster']"
384," on a generalised porous-wall ?couette type? flow .   in a recent paper, the problem of a /couette-type/ flow in which the fixed wall is porous has been considered .  the results quoted in the above reference can be obtained rigorously by the method stated below in which a different interpretation to one of the parameters is made . ",0,cran,"['generalised', 'porous', 'wall', 'couete', 'type', 'flow', 'recent', 'paper', 'problem', '/couete', 'type/', 'flow', 'fixed', 'wall', 'porous', 'considered', 'results', 'quoted', 'above', 'reference', 'obtained', 'rigorously', 'method', 'stated', 'different', 'interpretation', 'one', 'parameters', 'made']"
